,14517X2,14517X5,14517X4,14517X3,14517X12,14517X8,14517X10,14517X6,14517X1,14517X7,14517X11,14517X9
YDR137W,0.02729667481021657,0.032760016385856496,0.03298689255240147,0.025914418825117615,0.034457079574448865,0.03214804699357676,0.03297410172629333,0.03732747707657377,0.0256965867119117,0.028920132183353115,0.03215550500658843,0.03371976325994625
YDR138W,0.019774564011027042,0.02656405231772395,0.02742671581534141,0.021980777822354795,0.031040380354936312,0.027893090531413086,0.030662016957494605,0.02739632551975023,0.01876299370425185,0.028685411716592262,0.030793292952387755,0.031733847193936876
YDR139C,0.12666441262396574,0.15366425491514768,0.14917913756020512,0.13454006291266826,0.14953388216740965,0.1465002766473634,0.1569765420567074,0.17267135398147118,0.13714308183808244,0.15040962560042773,0.14411125380502415,0.15817106657945207
YDR140W,0.04374750446310218,0.03878747565907399,0.034529705868394885,0.041770379205589445,0.05825197947939413,0.04790104088866998,0.04313848230051477,0.03630176037882846,0.04316406862686509,0.04945775971967519,0.04954603966916909,0.05522704152507998
YDR141C,0.02205443454165089,0.02416959146149838,0.026255046998985655,0.024393705312628324,0.03491042234261518,0.027690579134530782,0.03596447101781322,0.02365442847105345,0.02299501082217933,0.02871431098287938,0.033298638860869534,0.02759367022129863
YDR142C,0.024211707633111805,0.026399058203949263,0.02131331490112131,0.02238060563544998,0.028547188305631067,0.030469983392089832,0.032429689879810146,0.025110949299873963,0.024397082267358528,0.03103027305333216,0.03468420407634294,0.02847443010550783
YDR143C,0.025289012108560237,0.03420230072797024,0.038611109769568455,0.026645275881519066,0.032460956310219315,0.03774733504074342,0.02843254825165561,0.030000029575148773,0.02582471633328144,0.03512017394356216,0.03446318928607477,0.039883659677495194
YDR144C,0.06066759444159752,0.05675333928855089,0.05342392428173788,0.06992354577672558,0.04789786493665787,0.06136936619170911,0.036245341976917665,0.05674243271407935,0.0556808168510331,0.060283869474925915,0.04470170636478465,0.06299100569611933
YDR145W,0.061490637812860606,0.07788069150209465,0.07587698298569907,0.05848632971502283,0.07605398933184752,0.06922111227770728,0.07180872789641254,0.0747103639520054,0.06042734649508912,0.07256489130884933,0.07858565425838601,0.07217207265165844
YDR146C,0.016578095101227354,0.020649387747869306,0.01929173361124128,0.01709256360854688,0.018973162843446988,0.02585546866971148,0.017496983685632902,0.018196140860547907,0.016384906570116837,0.024575697706100012,0.018005002803365668,0.02923316218653006
YDR147W,0.010624734335564956,0.017338177938275533,0.01706570301849081,0.016402462778362232,0.02954078711679492,0.022622880774845745,0.026063984588557965,0.020297327449585206,0.011708553263592453,0.020219966642675506,0.029144135033076387,0.028457113161540974
YDR148C,0.07731091681053136,0.08906023440058808,0.10162974506312833,0.06727618597714406,0.07803320532055089,0.0953557944429118,0.08713623166282898,0.08089525060106237,0.08730296646743732,0.09435175675020774,0.08333834006002182,0.0961091182819145
YDR150W,0.023052207185692307,0.024759311325053022,0.025626054413760174,0.023810207543166,0.03497694274206797,0.029150140251552263,0.03052312881169806,0.022279595625724746,0.024972816751909127,0.029162051469800505,0.031792741830263246,0.027708714893641472
YDR151C,0.03726550438051494,0.03128333646612379,0.02913932383212389,0.031235842168609446,0.03623774952564665,0.027173784471863752,0.02772991896823085,0.03501038735038406,0.03213193791369445,0.02291255512363839,0.030478828845254182,0.03304563712763701
YDR152W,0.10589402447513926,0.1275859655654229,0.14015954353797735,0.09575937072991428,0.1347782987816176,0.16351368103683983,0.12574048956034947,0.1407676114328849,0.100245742473917,0.16060767239065235,0.14046567400855983,0.1766423453169555
YDR153C,0.049401503471502246,0.07196165687951862,0.06917269386425835,0.04407752565757103,0.0896058763919527,0.07291147785431892,0.08090002393474688,0.06430472031004363,0.0454741004787922,0.07506058976873402,0.08766374189379723,0.0837145822629753
YDR155C,2.282769087053818,4.516574337539918,4.5116682930674115,2.4060781018183017,2.29460240971839,2.8976290427437386,2.1382328065702114,4.534864957896223,2.2924896646642408,2.7977131984561154,2.3062610024773385,2.923838884141726
YDR156W,0.10430078952329884,0.16173445994908206,0.16693079181641035,0.11561318205264534,0.13816325074960303,0.1578113900344601,0.11699463576611256,0.1564815954717184,0.11283597130624183,0.15867273515242852,0.1504149994960596,0.1684506402939958
YDR158W,0.10797585712414252,0.10915208080238771,0.10807240932789354,0.09135945930477384,0.0647389679780141,0.09807896459767029,0.05353426824627679,0.1179083946532291,0.1059557291534222,0.07951333220853847,0.060268483812755534,0.08541850196181568
YDR159W,0.014426380956727079,0.01827157037727044,0.020477431914630976,0.015700555587396282,0.026163188998247426,0.021208111200204587,0.02388079623869256,0.01961612874060541,0.014663516088196823,0.020460680531278787,0.02391021503232667,0.02227790008403294
YDR160W,0.01373185556758485,0.013814962495411821,0.013291769622980457,0.012919314311914653,0.018804147761769335,0.01736873825842203,0.018793002190323267,0.01307038111353246,0.014637526162482187,0.015877701502238765,0.01789920128313305,0.016666892531796495
YDR161W,0.09038803360581922,0.09929300940973393,0.10637355946296316,0.08414070471609188,0.07933183203841941,0.11322064210049268,0.06730276266506954,0.0981172128650613,0.08418467719842868,0.10299698504728473,0.08048993127795094,0.11923408056090994
YDR162C,0.02144947686499083,0.02189981324647872,0.022554409304961876,0.017784939691240273,0.027722411382291662,0.027160004662293843,0.026134939174552226,0.025085406680303346,0.01653927176132545,0.02574027752400794,0.024723384974639682,0.027685515644258977
YDR163W,0.015171581197188635,0.02278833756440574,0.0176366137229632,0.013268884173250759,0.01790733779009819,0.018772133749214343,0.02148763812892099,0.018034210800154105,0.013567501903791867,0.019716348209347187,0.02286797146810012,0.022123670293271183
YDR164C,0.02704297579093214,0.03487774206955655,0.03432414304667969,0.027170390994698864,0.03917380370927856,0.0339860044243444,0.034824098094744085,0.03173556482709517,0.027961950574764586,0.03260069982955545,0.03502532720368256,0.03372926697169314
YDR165W,0.0676365856937055,0.06407114223046823,0.056456026601956,0.08410292263045377,0.06054212351687635,0.08131620373728841,0.05092245792820336,0.07123622149514038,0.0752779435543794,0.06971059377964013,0.05736415176859528,0.08409968408996561
YDR166C,0.020180096059433442,0.020312054264705014,0.01996701314440287,0.019419992017993368,0.024263963899759784,0.02361785671461452,0.025322664452732416,0.02040787007918077,0.01936585805955406,0.02262673462903403,0.024811101632560815,0.022057321665061125
YDR167W,0.025918117878530586,0.02646227433949512,0.026157636754644855,0.026789072970994907,0.029520992486051455,0.032069061821574506,0.0246969590810806,0.028945029531900562,0.022823053266306344,0.024427104829185583,0.02872508670931694,0.03051658857034971
YDR168W,0.1040545141227171,0.11513697718026944,0.11614544028540352,0.09408498762799027,0.12256357897924391,0.11313708373816168,0.12434946363256004,0.11847941520733435,0.1082756499999257,0.11147158596914902,0.11945016961655253,0.11826533515457745
YDR169C,0.018014807324475652,0.023103968487468107,0.021927977495265438,0.015762904364097132,0.027194587417988105,0.020202892214057126,0.028343695951962775,0.01997687354501757,0.018729410091457174,0.020875077230529428,0.024390398534409184,0.021816067305975725
YDR169C-A,0.0015358884668758867,0.001809386279623598,0.0019477472394383603,0.0010467037058264188,0.0016315574430978352,0.001065638606739755,0.0014395313125584322,0.0008833962279645379,0.0008409184853446207,0.0005394529706928493,0.0005106682081656345,0.0013619676907269047
YDR170C,0.0610646071207711,0.04811601929248111,0.05159692687115958,0.066031204536427,0.05929018180012133,0.05182622778740364,0.058586208324312036,0.04515321474633836,0.06602955412472025,0.055934148210292155,0.053469851969705134,0.05134361219004444
tQ(UUG)D3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YDR171W,0.28063290402313373,0.14394862732137548,0.1189044564755248,0.1646780915289357,0.5345351592820907,0.1601473868430594,0.46730445721826086,0.1575112142314129,0.23775780194130455,0.1356673329502828,0.4860501464323666,0.190110131622597
YDR172W,0.26437688539965,0.2810780360988007,0.28625244372336717,0.2900211019867642,0.29460450865894544,0.31116274715889397,0.2555369412841924,0.2806327422787346,0.2553099088092451,0.30979124251595896,0.289982763451538,0.3176289615517266
YDR173C,0.009751839786259911,0.017901770417234845,0.018190091513521946,0.010549482898106678,0.016092073411375907,0.017834848873757476,0.015440452297715785,0.015846676171500856,0.010885862584255706,0.017857371283277676,0.01567681444519434,0.02031757281098081
YDR174W,0.24002812896320533,0.3612255701884145,0.35263716175043447,0.22381275045389223,0.2044562704329465,0.25029412546691254,0.20355948713008473,0.3547434767974545,0.24138280064703663,0.24884325509112862,0.2196738834448102,0.24712788327248947
YDR175C,0.03651886158740706,0.03787791243813386,0.036865722665383155,0.03513529736855168,0.040976344702666576,0.04208912483579215,0.03965519703581573,0.03658334784590982,0.03697200394687464,0.03956231448581207,0.04220258685185051,0.04290198225789749
YDR176W,0.031984597051072296,0.031157433627131536,0.03051707627339008,0.03135527013658118,0.03456639035468223,0.030452373323986433,0.03215303515641462,0.03190382253220104,0.02800810984399638,0.030299931456069167,0.0332120710566117,0.032791608962501426
YDR177W,0.0887513868289122,0.09553813208694788,0.09203105706346251,0.08610360765125362,0.10882640627466589,0.11616456737394863,0.11284849205364605,0.09284329235117021,0.08636311435001903,0.11107689579724164,0.12267491236158382,0.12406634655621626
YDR178W,0.03542142776732513,0.03002450357750408,0.0310878719544732,0.025169953176044663,0.018202062724560222,0.020230482924825037,0.025236783323290015,0.02447283612783009,0.03760482351650476,0.022909893349111945,0.02298006936745355,0.018769617237830154
YDR179C,0.0028354864003862523,0.004854026653990229,0.0025283257435017173,0.006884089757550677,0.006777238609791007,0.01125068452115626,0.00913548717585159,0.007950566051680841,0.0036385896000488394,0.009896887193095736,0.009545567275711474,0.013514910161828514
YDR179W-A,0.007923898900762344,0.011957783009662102,0.009804196313672608,0.009892246056840168,0.012439978881298901,0.012552506505261693,0.012618947916808983,0.012583774803421294,0.008984016893523253,0.011452685769687124,0.013009895961485433,0.013680132036216975
YDR180W,0.007018930713909493,0.011496165416520399,0.009877500573058523,0.011055468934337589,0.014861543963554373,0.015056976583312497,0.01208311257173399,0.013017507110524072,0.008509397937191939,0.013156503280058247,0.013740414533700205,0.0145441212983842
YDR181C,0.02145107102900904,0.024312342197377147,0.024764401021568128,0.018979293683974954,0.02695180108009641,0.029869244265433244,0.03390168458365035,0.02386765246818971,0.02193025411813784,0.029227886706435315,0.030988508257382183,0.029123333202112165
YDR182W,0.05289450037143297,0.0609674913487805,0.06014263427143814,0.050624718259848496,0.05451789504985449,0.05793435254690034,0.05582572651141236,0.05830415104565951,0.06048460032393382,0.059445085892446174,0.05462904295157251,0.06045807797860894
YDR182W-A,0.015720270190376723,0.020116118049932942,0.019592045761409386,0.016069980424746784,0.019002845513727728,0.016924848459984345,0.017274375750701187,0.019642574951211494,0.01869806985060392,0.016564379453039256,0.01405839537773629,0.01922777916320336
YDR183W,0.01343543556070869,0.016175768395673716,0.01544675380809594,0.015696363182700047,0.018193281394863977,0.015058369844771118,0.01577526437046677,0.01617711970996209,0.01370169451955374,0.013223439975862101,0.016788643468452047,0.01649635632880438
YDR184C,0.03586507122650719,0.058508583700734015,0.04663735999837628,0.048120081178668596,0.06518512946646958,0.06600119113972949,0.04963465059449783,0.057534163792906635,0.03704870934925405,0.06416574389241161,0.06456157326342694,0.07379472237796655
YDR185C,0.01122102044623442,0.013506536404954977,0.0112912053203912,0.009475747078040345,0.014684016987880516,0.012862884829588103,0.010517046412926898,0.012066153184315632,0.01068461134320224,0.013365740662107536,0.010057159770226731,0.013122959278886294
YDR186C,0.03998934394178541,0.06289018958950866,0.0630329412965848,0.039366378953074446,0.12057439301315974,0.09340847702880094,0.10689432374747276,0.06742303971432444,0.04000521644997923,0.0882119576020279,0.11849947882833935,0.0971293972567128
YDR188W,0.14455782250235846,0.16897858465404783,0.16121503900831305,0.14067697806307067,0.14096656308365296,0.15255682294086334,0.12374211162752283,0.16759793236943213,0.14879211679687718,0.14824167634639498,0.13273288066641173,0.1558091038191579
YDR189W,0.04876588622894776,0.0519862238239438,0.054641912797106264,0.04848494991245387,0.056716333272891654,0.058025804803793914,0.05134149967541114,0.05315647971727879,0.04878577651408234,0.05836921250924191,0.059150185985222446,0.058736755316441715
YDR190C,0.11498219567929932,0.15420905792246573,0.1508618770910439,0.10819110122951256,0.14164885074167569,0.17495848397927252,0.13636287524417148,0.13943606370940265,0.11662010449029261,0.16521973256947356,0.1442173444242312,0.18318465440276865
YDR191W,0.007479566438005175,0.01212970425466847,0.010805994958527888,0.008323445222359399,0.01408056423495392,0.009163762128505223,0.012334614191853414,0.01282437195322492,0.007697859970295107,0.0121709457908373,0.013410287055527688,0.012089795391658003
YDR192C,0.019496017764505474,0.030356899864783196,0.03184228976844822,0.019684685011018808,0.03675248182515759,0.03500900012373062,0.0296560092367529,0.028815057308692993,0.01699578892489865,0.02904626833528261,0.039690431947948676,0.034151536661117414
YDR194C,0.11084380037073832,0.14049952483317826,0.1437305660260736,0.11798436302122717,0.10770119226825145,0.1333149952473015,0.09668130413103905,0.14333435902569727,0.11531647966133732,0.12342116124220084,0.10496535444156416,0.13750753497053292
YDR194W-A,0.0,0.0,0.0,0.0,0.000767791737928393,0.0007522154871104154,0.0,0.0,0.0,0.0,0.0,0.0
YDR195W,0.011178596928479279,0.012266458941317806,0.010689321534700305,0.01124296306627899,0.013917894362425881,0.012009283776823674,0.013575406160605387,0.013014730949816682,0.010957533480773166,0.011715511254829489,0.012888821514789164,0.012417592380236169
YDR196C,0.04589736741481249,0.04372096807962079,0.04106184647189508,0.04105359281996226,0.03260575497179175,0.037467355838523064,0.038312817812839205,0.042444267015198885,0.046882023572053406,0.03974739864996029,0.03762651046624301,0.03675722919409265
YDR197W,0.022335938984749937,0.03403356296383472,0.03519306101991293,0.020420295773119674,0.030800620998968884,0.032017891675061846,0.02764953435706745,0.03606842160030821,0.023881572228613236,0.029485709934699397,0.028669037759640224,0.03154117859378527
YDR198C,0.013752470711057046,0.015142070638533707,0.015092556734168415,0.015428199010880224,0.022550454659959362,0.021138790321449837,0.017781149529101856,0.017341158097416123,0.015117225934243729,0.022219407308180474,0.02208900545320535,0.02082559780157415
YDR200C,0.017475413897502467,0.02005770888021769,0.019934717935349316,0.0159111727964955,0.025786566417741394,0.02321662647488503,0.026227558304418263,0.02103991260017979,0.019843625233437086,0.022380719588988702,0.025558321052582485,0.022522294983240036
YDR201W,0.02526271719654476,0.02119789615524543,0.02024985492036778,0.022738735678298063,0.02008503473054921,0.024472941796161274,0.021890803753043742,0.019053942779028225,0.022443824401956428,0.024777632998719837,0.021870686708335103,0.025501670898783076
YDR202C,0.04176039915802594,0.050958022756842046,0.04733507819108037,0.03574718614032297,0.05114506375247109,0.0484196489581147,0.05130062092783853,0.04678518244893767,0.04128902055264953,0.045284382097097994,0.0480243429493988,0.0463793067331677
YDR204W,0.044368917878771244,0.06994922867363046,0.0746545637717598,0.03616617489851982,0.06551330656131307,0.05734328027176514,0.058889917331935854,0.06746861471129162,0.0481881575395559,0.0561219709440386,0.06074451902725484,0.05871699869462495
YDR205W,0.008480065045836012,0.013122862724823275,0.012401348114934665,0.009169792571787828,0.015360939756825362,0.014641194261748869,0.013277379233916604,0.012348751527078755,0.008574684768115095,0.016476271051693303,0.011734503506784792,0.013083583241770159
YDR206W,0.028806702008504225,0.032724339259528314,0.03492563561405121,0.03300712220434302,0.03747600264336936,0.047038589644829265,0.031219148541820653,0.03392646124343199,0.030533044088104488,0.04414043047982177,0.03375088050609208,0.048063943772751756
YDR207C,0.0098735687156307,0.010789059149854705,0.010387512063389564,0.010752362995566724,0.016824544245589046,0.01467971550100683,0.013371273358050044,0.010187387112868016,0.011716470674816157,0.013928266788501089,0.014190025341185603,0.015331070711068744
YDR208W,0.03535169446143591,0.045920281294558656,0.046253382158336624,0.02899140363732339,0.05399514477293002,0.04411362490055244,0.047846243132956046,0.042032097901848295,0.03416101781737146,0.042160984460988656,0.05039351036794427,0.04877739715274503
YDR210W,0.15128501398727484,0.2478293769871947,0.20652207448169863,0.18722912537970063,0.3018381269730995,0.22558237256422192,0.2592955776745876,0.27976054294351965,0.14994627741801267,0.22677254255500653,0.2843783584222377,0.2420897570267073
tI(UAU)D,0.0166633378872014,0.009369150872571508,0.011526394622429749,0.012388383586767476,0.011264451387963136,0.009459367358457003,0.021297175583056254,0.007841654187959186,0.006220492905288974,0.007980948059565441,0.01359916433799991,0.005373242396292446
YDR211W,0.10207015188518435,0.11334333741579863,0.11268459137231669,0.10204274588168316,0.12295958861823823,0.13206359695393668,0.11297083103399737,0.11249088091807255,0.09922547151812079,0.1294743128241111,0.11855807414142991,0.13309581841352677
YDR212W,0.23757523472192793,0.23051384529982938,0.2455114224146407,0.22590368958856746,0.1749313328121418,0.21116323974248297,0.1767055980324444,0.22218375346599395,0.2393381975147256,0.2058763626456793,0.176906568791362,0.21866687354553221
YDR213W,0.03878317328144888,0.020914583505467845,0.022445768543605405,0.034520884785034255,0.1278574639799648,0.07174425723484297,0.15171019117843787,0.019804324504381167,0.03541007528702452,0.07433550132422968,0.1357371972999847,0.05992304997827726
YDR214W,0.1233367983690591,0.2090454009608354,0.209678131853345,0.1320973841388612,0.17990289199990386,0.1621455078751855,0.15070499747668178,0.21974338687355308,0.12172701971404679,0.15044473267186967,0.1723060427022872,0.1697099611528996
YDR216W,0.012771732736691233,0.007746983973922396,0.00865849288599844,0.006745141599439664,0.03134015923465113,0.006936996949699085,0.03633069560189946,0.007255856396679603,0.01647751197132797,0.008131075116511151,0.029048592540217983,0.006743723517191469
YDR217C,0.021242894759553765,0.025567923119273615,0.024099015794522134,0.023962855913407802,0.03392212274337408,0.030230874948057523,0.031269024097442207,0.023662022622994473,0.02105723415936018,0.03008603218060935,0.03451122147151971,0.03355639282540463
YDR218C,0.0010432449963685268,0.0011522035271188005,0.0010749359764824912,0.00035548427745048185,0.006464661566991423,0.003800107484411579,0.009126085302257229,0.0015001068022039324,0.001070981089825696,0.004488655850482011,0.00849828980381301,0.003469162985813814
YDR219C,0.027072688413826113,0.022400535669164955,0.025325202009563747,0.020837603728894604,0.029368033975761033,0.027910401020301373,0.03295664313728244,0.024566149943096794,0.028511786893654592,0.028123647269346564,0.03297692903698173,0.029542773826043964
YDR221W,0.03377371236954913,0.04369108261286982,0.04359841436732515,0.036515931345531966,0.04586863038482264,0.0485469794142575,0.04278524509387588,0.045572316749840705,0.03394016360952773,0.04469673737586011,0.04359105941867478,0.04654559685319267
YDR222W,0.013354420059446268,0.03125791466959919,0.0297113985677038,0.019878500040313597,0.015098819727651152,0.02023810269240501,0.010906279605315579,0.03442999366448229,0.013661362172929134,0.01818596540183182,0.01441122994230138,0.022437840599772055
YDR223W,0.001017972588510762,0.0028876542660271954,0.002598883671227347,0.0019716976784172075,0.011155299727227059,0.004628093251363936,0.009340214795437268,0.002588556388919344,0.0022880805298911774,0.0045163504523122264,0.009138585725196645,0.004798560584770374
YDR224C,0.7588649940198289,0.34290160361246447,0.34116395475605454,0.6194167291042784,0.40204466765551333,0.5091594284809974,0.3522660675237925,0.341924660260578,0.7696639493839005,0.4946647170881101,0.4029947860970905,0.5238231179119781
YDR225W,0.7255387274744433,0.3734010606141516,0.363153909841015,0.5983060499938524,0.465411709164652,0.6477263345990595,0.4812598951521568,0.3577754723256379,0.6882046118749936,0.6431792510454609,0.48678512794227824,0.6004782673518266
YDR226W,0.8099251848658843,0.8692970207166624,0.8627302928687286,0.7920930293841424,0.6127857830034953,0.761398784515555,0.5857692832685687,0.8328217939135683,0.8376599262139103,0.7324422709582161,0.6152275237875481,0.7420453968310419
YDR227W,0.010272827778448554,0.016529188595413934,0.015566012774200009,0.012045672155576163,0.02284180420336969,0.019155290693281007,0.02107379446089639,0.014880157774320701,0.011993427577865902,0.020720300169399113,0.021397835083137074,0.02038486068251908
YDR228C,0.012703725254362091,0.023932246864495122,0.023686420123331883,0.016190006105707824,0.02835739313044132,0.02440398695960901,0.023708556192257903,0.024962202320155842,0.011766049738263194,0.022997731908484628,0.025454846068563932,0.02769150503170249
YDR229W,0.027278359526056305,0.03852404750406041,0.04077059746808408,0.02089510110620505,0.04030294024333163,0.03520008376518021,0.0376958119772615,0.038251526562475116,0.023429420352314486,0.034941057575142695,0.0429042784466819,0.04264117993414128
YDR231C,0.0347904623508066,0.055303180080293175,0.05495273391269351,0.02397421914974331,0.06071593541056214,0.0501089614517514,0.058228232867532086,0.057619270823979135,0.038904290600072756,0.04876897305836703,0.06088427367242188,0.05247401361238827
YDR232W,0.13147919643186368,0.11962462836476595,0.1225552005745445,0.12213571730195479,0.1379045471381182,0.143526650951937,0.11092760474796197,0.11551432885552572,0.13103661188492163,0.13650669242113705,0.13103983741627,0.14785267861193468
YDR233C,0.41551513956107944,0.4305664201369975,0.4376871487847615,0.42359864638144606,0.45772491759982775,0.4461844751473187,0.37233369971613955,0.41980768730349105,0.396486790328904,0.4357612530351201,0.4254742694078527,0.45170573217376936
YDR234W,0.06378736788993916,0.04694509245804663,0.049256701672359154,0.06638391159295991,0.03166241163011736,0.04141005023377767,0.021637955041893933,0.050602040183093694,0.06586756823488411,0.04025667793795388,0.030304966478329372,0.04354040461292573
YDR235W,0.015981016705974415,0.021437791869970732,0.01747425134116377,0.019556135060756888,0.024225530136123552,0.0218523359863089,0.02137430670419039,0.023096897580515863,0.017387852478613137,0.01880574026946971,0.021816521551379954,0.02420509668076676
YDR236C,0.04100822206558617,0.05645285192425626,0.05142052712117271,0.03940839452436466,0.036057419492462155,0.04315836357296008,0.03454875150140237,0.05711156613790738,0.044905047117402744,0.04013530101954799,0.03814691514997289,0.04399155641047902
YDR237W,0.05352932086232537,0.05180430784479375,0.04544198886642684,0.05595298669065386,0.03902597803490392,0.04644110263667517,0.03721526587902738,0.04810359258785422,0.0578286661750581,0.050245156558895054,0.04080890170891416,0.05034710094311269
YDR238C,0.18035227631561251,0.2008520042002322,0.20401198790400824,0.1720616856723242,0.1738339225008044,0.19950901900435528,0.17400066171275316,0.19250456384088427,0.18316334202801077,0.19952916109290814,0.17296789525383321,0.1986236762103371
YDR239C,0.0157018500545661,0.02644251162527593,0.024550124792241272,0.018429098742875828,0.02684941617525078,0.026025377817998584,0.024863361213994666,0.023041203557541082,0.01513653273620317,0.02677362705030918,0.025568116014661912,0.028402976695935837
YDR240C,0.015632288898464523,0.023979104818310115,0.0201683617947603,0.01812551050796272,0.025062772450518578,0.02357516195172165,0.018721443876414372,0.026599014172900826,0.013016625664509795,0.023106098184493197,0.021800987274254363,0.0259273011700682
tY(GUA)D,0.0029489058564017025,0.006513790606644953,0.015426158136351814,0.0030145066727800857,0.0031325902907478435,0.007672597968526237,0.004145850180168284,0.012720905682689347,0.002421845237792507,0.006214498222381624,0.010295071076619191,0.0
YDR242W,0.011779596763343756,0.00892106104823113,0.00874580852839116,0.011120089152986323,0.01047034254788002,0.008256382596566277,0.009857660075128394,0.008711054978363358,0.013770954239350059,0.00873913812522416,0.009831473155467084,0.009006751554763574
YDR243C,0.012745271074278544,0.014697430076434056,0.014885410682419602,0.011927100024188158,0.01722260975527681,0.017702244041790407,0.014668580086612362,0.014917417998662188,0.010236400952110281,0.015898319075266548,0.01878912790315185,0.021232845456450964
YDR244W,0.01633120115786981,0.0279725282099874,0.029369358072095758,0.017834058503909404,0.028716726770653428,0.027844105530941986,0.027948964798261495,0.027987274851279737,0.018768079904768045,0.029365383485296236,0.03335816521081967,0.030100584326105503
YDR245W,0.09269998017872935,0.10039793784606361,0.10265288205141664,0.09715716686370139,0.0988060126133655,0.11305703150656773,0.0912028482431088,0.10140340599813277,0.08812540669297948,0.11462918463688564,0.09308875557324403,0.11523631715438488
YDR246W,0.04984253438178959,0.05167189663925083,0.05499108492116235,0.038451264501056084,0.06508972914820113,0.04924479946145445,0.059048467109367994,0.0532076343458641,0.0510857979846857,0.052939009797030964,0.06840989880926557,0.05433465335409546
YDR246W-A,0.0032208923188853547,0.0037944411300844384,0.003744213139891217,0.0010975145653325555,0.005322362144474491,0.0037245621206438047,0.0036896724904410295,0.003705118160006606,0.003233045827150192,0.0037709333873674903,0.00749641097812077,0.002538813559413259
YDR247W,0.03935052175478564,0.024988248447905207,0.025690114451212852,0.021926637975501703,0.024135798037550733,0.02375639169852592,0.029088460315835903,0.024080162696757494,0.040581566215165406,0.02299185764746075,0.02953070983081962,0.024045774401799145
YDR248C,0.04146898860564894,0.06363802007149838,0.06103112205261199,0.049977347469775106,0.05038936355841103,0.057998783327872665,0.046368061225566345,0.0711784887047848,0.04529009926595528,0.05718769334576511,0.05007236167434616,0.059611175347815466
YDR249C,0.008649477155564205,0.021641212212866454,0.020528230773554295,0.01181673394209299,0.022755932758996122,0.020022788558215397,0.02356285464240381,0.021759443930915986,0.011286011250677803,0.020101721223712492,0.02620534226113124,0.019354277710329697
YDR251W,0.05355940217732315,0.06186548060841093,0.06792171436057802,0.04139042923925314,0.06445763315388423,0.0549181356636849,0.0752635608320741,0.05813445231521945,0.06291765855334588,0.05921341545338077,0.06796339861426182,0.05130202004525539
YDR252W,0.004743986862184692,0.0077327173991606135,0.0049010622104802525,0.0060200946867649645,0.00834121675051201,0.011321622002374142,0.006286237329397177,0.008044655590753989,0.005709786756999718,0.011117838443332511,0.006934813832781841,0.010371907798612582
YDR253C,0.0003351029382274662,0.002960813912111342,0.004249630340592786,0.001141858588174275,0.006051594879853788,0.0054638197654656535,0.005234659318394298,0.003662078908652994,0.0011925753064887348,0.0036486637290498174,0.005905181461697155,0.005348818567218389
YDR254W,0.00565231828498049,0.006477529626547233,0.0066534887986887305,0.006064101226872896,0.006717789148301612,0.008561780627834187,0.007920336250068459,0.007725246366005676,0.005561296946600963,0.009906715283654917,0.008708236812929766,0.011562940273094409
YDR255C,0.024881393163389363,0.030533393468648216,0.028924046505659648,0.018295278984471246,0.03075915137461287,0.024229256742714433,0.03729901395644822,0.028935875919670014,0.02724575892516571,0.026907346332927014,0.033018731249025365,0.027999188420943632
YDR256C,0.0017002857539867888,0.005315807828013031,0.0059710950261670365,0.0014038580749936827,0.004029203951730668,0.002314030138349131,0.004780844382807898,0.005980555894581922,0.0015038069187948745,0.003031910723515577,0.003457202629852267,0.003189468985971935
YDR257C,0.035381797617663774,0.04997392105327377,0.05246855808991637,0.040382117054371995,0.03879813662852834,0.05200120870870419,0.040650251193163796,0.05361161511913228,0.033328145474208815,0.04863985133916811,0.03984617532521762,0.05201092213441047
YDR258C,0.07578664794597041,0.13685124744560057,0.12944070711810118,0.05215358054740784,0.19686773564193122,0.1106415251218472,0.20439074084208983,0.13381780810329064,0.07001243256926783,0.09152662011275776,0.19699066403507343,0.111247411406914
YDR259C,0.008487804685366742,0.012356203672692728,0.011609598677178647,0.005619146210226037,0.011335030657311276,0.01152572282552735,0.011895074530088097,0.012274558114875687,0.009559915412338846,0.010476744536087443,0.0120141415289494,0.008315171164437944
YDR260C,0.029604250199032716,0.035520514401860756,0.03768890908313227,0.03108710006304464,0.032182470565104794,0.03680449338027429,0.030769981805936486,0.04114417931744836,0.02677274227715936,0.03325727564321416,0.03251679815494677,0.03850963645530323
YDR261C,0.06858104553380569,0.0716027733530875,0.07854520627366023,0.06646793146526907,0.05779074496946967,0.08131554338424668,0.061998698375638914,0.06991720961327917,0.07118393023903273,0.08751640468750947,0.0591761442938718,0.08901306435360216
tS(AGA)D2,0.0013485849953056566,0.00834082943533805,0.0038479884486465163,0.0,0.0028651740464157105,0.0070176200931642415,0.002527957426931881,0.0011634974709776843,0.0022151023516394884,0.0028419961382842793,0.00403552437672355,0.0011958740699065504
tG(GCC)D2,0.012460165590429728,0.019266141230921692,0.01629523746797727,0.006368676069253703,0.0678360221411945,0.0372823422414303,0.07736973927778841,0.0188126069955265,0.015349723338121526,0.06564610798290448,0.0947685114195831,0.044196810696264625
