	14517X1	14517X2	14517X3	14517X10	14517X11	14517X12
YPL279C	25	21	23	14	24	21
YPL278C	5	3	2	34	27	19
YPL277C	63	46	47	187	167	159
YPL274W	492	459	453	399	367	341
YPL273W	2014	1643	1732	1105	1128	1095
YPL272C	194	139	117	9892	7132	5689
YPL271W	710	571	538	986	939	907
YPL270W	790	624	557	950	818	807
YPL269W	298	228	229	240	257	253
YPL268W	516	386	385	439	459	479
YPL267W	94	85	82	103	135	138
YPL266W	1557	1269	1320	1098	1212	1013
YPL265W	2029	1514	1211	1485	1407	1308
YPL264C	53	58	33	66	64	62
YPL263C	1661	1305	1321	829	987	959
YPL262W	2838	2256	1823	2162	2199	2076
YPL260W	1635	1324	1006	2483	2090	1965
YPL259C	821	717	668	998	959	872
YPL258C	138	120	144	245	284	275
tW(CCA)P	6	7	6	18	29	30
YPL257W	117	81	66	136	119	95
YPL256C	819	657	673	519	618	610
YPL255W	199	160	132	150	175	169
YPL254W	535	475	485	446	504	514
YPL253C	107	76	117	185	169	163
YPL252C	429	318	374	152	219	211
YPL250C	706	540	337	836	855	840
YPL249C-A	8113	6809	6652	3065	3294	3029
YPL249C	827	661	511	821	678	688
YPL248C	157	112	57	168	127	92
YPL247C	988	725	415	1210	1096	965
YPL246C	935	755	809	1101	994	950
YPL245W	677	569	587	605	638	607
YPL244C	594	440	474	451	489	408
YPL243W	1889	1512	1639	1522	1531	1452
YPL242C	875	630	787	1160	1050	999
YPL241C	127	118	129	96	114	104
YPL240C	8756	8430	7786	24839	21941	20910
YPL239W	969	896	859	1153	1337	1254
YPL237W	4774	3931	3775	2941	2885	2582
YPL236C	309	259	172	406	354	308
YPL235W	1576	1369	1233	1355	1396	1299
YPL234C	1023	910	883	807	770	739
YPL233W	337	283	321	564	546	502
YPL232W	1511	1221	1005	2285	2363	2019
YPL231W	24548	18598	17159	43531	38834	38478
YPL230W	219	148	59	403	301	265
YPL229W	84	66	58	149	163	183
YPL228W	660	521	497	708	703	666
YPL227C	702	542	569	490	502	452
YPL226W	6996	6155	6838	6006	6034	5942
YPL225W	2064	1661	1724	2119	1927	1824
YPL224C	741	575	435	1031	773	721
YPL223C	36	22	14	91	91	92
YPL222W	390	307	173	656	582	574
YPL221W	3411	2544	2307	6139	5438	4802
YPL220W	5005	4405	4943	1974	2019	1899
YPL219W	274	238	188	294	243	260
YPL218W	2386	2137	1970	2112	2010	1863
YPL217C	1309	1149	1199	964	1002	967
YPL216W	197	133	180	247	211	220
YPL215W	728	512	479	466	364	375
YPL214C	405	319	309	656	600	562
YPL213W	213	182	147	320	330	305
YPL212C	1364	1110	1137	1102	1320	1309
YPL211W	1205	931	1229	848	774	758
YPL210C	1374	1104	1209	1247	1357	1285
YPL209C	39	48	50	90	88	110
YPL208W	554	474	468	480	416	448
YPL207W	1168	990	970	730	733	814
YPL206C	351	315	268	486	441	409
YPL204W	1413	1106	930	1599	1711	1649
YPL203W	1048	809	449	1059	860	752
YPL202C	389	302	329	688	743	736
YPL201C	7	7	10	15	19	9
YPL200W	6	1	1	2	2	1
YPL199C	792	668	609	403	410	421
YPL198W	1730	1397	1342	693	668	620
snR59	6	1	3	0	8	5
YPL196W	385	353	234	542	468	418
YPL195W	1463	1242	1156	1317	1153	1086
YPL194W	195	182	190	206	215	195
YPL193W	437	337	353	417	445	412
YPL192C	30	11	8	11	8	6
YPL191C	177	107	112	223	188	189
YPL190C	1611	1329	1272	1729	1820	1621
YPL189C-A	304	226	171	144	138	134
YPL189W	49	31	35	41	40	52
YPL188W	360	314	260	647	584	544
YPL187W	0	1	2	1	1	1
YPL186C	176	123	63	161	126	96
YPL184C	793	552	506	613	587	655
YPL183W-A	294	200	201	281	285	298
YPL183C	980	919	1283	1198	1377	1297
YPL181W	667	529	387	1132	1080	1010
YPL180W	398	306	297	577	535	493
YPL179W	620	469	421	944	882	879
tE(UUC)P	0	0	0	2	1	0
YPL178W	810	709	683	652	666	611
YPL177C	445	395	306	554	480	442
YPL176C	1235	1036	1047	1452	1296	1281
YPL175W	376	270	283	482	477	472
YPL174C	382	248	260	409	412	362
YPL173W	493	358	335	370	441	381
YPL172C	288	230	213	297	287	297
YPL171C	24	31	19	236	217	197
YPL170W	220	175	167	387	471	429
YPL169C	1060	929	942	1253	1429	1314
YPL168W	281	231	218	339	268	302
YPL167C	522	363	359	693	654	619
YPL166W	348	214	150	392	334	289
YPL165C	4	4	9	1	4	6
YPL164C	397	334	264	567	490	415
YPL163C	1218	988	915	1169	1351	1515
YPL162C	335	259	243	306	304	267
YPL161C	204	177	167	179	216	232
YPL160W	10673	8891	9479	5047	5151	5000
YPL159C	513	427	352	973	1060	1004
YPL158C	321	299	490	411	490	462
YPL157W	266	229	266	374	356	336
YPL156C	294	272	285	953	904	904
YPL155C	322	299	290	640	580	537
YPL154C	4596	3516	2659	9808	8863	8622
YPL153C	189	162	163	381	351	335
YPL152W-A	3	0	3	1	3	4
YPL152W	244	224	187	423	414	392
YPL151C	303	267	220	467	466	437
YPL150W	804	675	597	1241	1037	988
YPL149W	643	645	719	963	772	636
YPL148C	62	50	56	93	115	118
YPL147W	221	170	126	183	117	133
YPL146C	819	706	807	704	677	711
YPL145C	3026	2345	2193	2428	2749	2614
YPL144W	107	81	109	124	137	137
snR17b	29753	30857	21752	44430	31690	25022
YPL143W	10903	9260	10045	4584	5040	4785
YPL141C	400	275	311	614	577	535
YPL140C	260	241	196	289	272	288
YPL139C	244	219	177	205	199	203
YPL138C	348	298	255	447	453	434
YPL137C	1666	1263	1228	1685	1571	1638
YPL135W	1815	1429	785	2375	2172	1985
YPL134C	152	107	92	172	164	159
YPL133C	300	212	196	273	278	216
YPL132W	286	237	257	240	268	205
YPL131W	40131	32779	34075	13687	15412	14015
YPL130W	1	4	1	4	7	2
YPL129W	1192	969	869	1005	1051	975
YPL128C	479	364	430	484	558	546
YPL127C	1108	878	683	901	980	873
YPL126W	2439	1941	2015	2111	2050	2086
YPL125W	964	723	816	1141	1088	1024
YPL124W	97	97	67	130	143	126
YPL123C	330	224	151	392	323	295
YPL122C	445	415	437	463	522	436
YPL121C	1	1	0	5	3	2
YPL120W	256	198	214	305	304	266
YPL119C-A	32	16	15	44	43	39
YPL119C	248	170	134	421	339	319
YPL118W	1456	1088	927	1345	1181	1054
YPL117C	1835	1497	1464	1792	1833	1701
YPL116W	601	492	399	674	655	604
YPL115C	808	634	636	872	830	790
YPL113C	134	104	46	130	99	58
YPL112C	414	294	356	468	506	494
tM(CAU)P	0	0	0	0	0	2
YPL111W	996	785	791	2464	2709	2480
YPL110C	1055	740	669	1167	976	940
YPL109C	334	238	200	360	285	264
YPL108W	69	69	79	102	93	85
YPL107W	163	112	102	176	196	163
YPL106C	31931	26478	24102	26690	25487	24403
YPL105C	1107	913	687	1118	1177	1077
YPL104W	427	309	255	423	379	347
YPL103C	426	291	301	430	408	358
YPL101W	795	660	632	770	775	748
YPL100W	533	375	318	653	554	498
YPL099C	343	285	265	359	327	305
YPL098C	566	449	409	516	497	486
YPL097W	287	234	243	359	376	364
YPL096C-A	122	103	110	141	135	89
YPL096W	240	195	122	149	172	154
YPL095C	295	225	258	341	313	307
YPL094C	1506	1145	1280	1386	1435	1411
YPL093W	4698	4054	4324	3977	4411	4464
YPL092W	1237	791	403	471	386	331
YPL091W	2262	1839	1550	2123	1889	1757
YPL090C	7029	5658	5697	2758	2873	2567
YPL089C	1841	1503	1224	2647	2527	2328
YPL088W	785	557	484	2242	1823	1366
YPL087W	1209	972	851	1554	1288	1142
YPL086C	1316	1158	1129	658	736	687
YPL085W	2166	1523	1524	1675	1548	1931
YPL084W	1556	1195	960	1301	1254	1132
YPL083C	450	412	377	449	392	393
YPL082C	1393	1161	1585	1545	1578	1802
YPL081W	1694	1379	1684	2723	3170	3147
YPL079W	9060	7749	8219	2272	2649	2357
YPL078C	1784	1380	1327	1809	1535	1328
YPL077C	255	183	144	194	211	196
YPL076W	118	98	100	153	153	183
YPL075W	1727	1285	1180	1306	1368	1365
YPL074W	502	457	459	563	524	449
YPL072W	236	152	140	229	239	241
YPL071C	206	183	148	391	382	392
YPL070W	826	634	511	1916	1609	1490
YPL069C	217	177	197	199	199	216
YPL068C	110	83	138	183	209	223
YPL067C	238	189	181	273	314	241
YPL066W	470	394	362	434	501	457
YPL065W	151	141	178	201	209	169
YPL064C	338	267	243	376	392	355
YPL063W	2187	1711	1613	1235	1290	1220
YPL061W	8857	8118	9875	13082	11918	10924
YPL060W	266	242	201	370	295	279
tC(GCA)P1	1	0	0	1	1	0
YPL059W	763	657	633	445	449	419
YPL058C	936	733	933	355	393	352
YPL057C	2535	1981	1234	3326	2449	1886
YPL056C	50	27	32	51	71	55
YPL055C	249	236	205	367	348	359
YPL054W	39	23	9	108	89	93
YPL053C	1228	981	922	756	667	599
YPL052W	324	239	255	627	571	470
YPL051W	244	167	192	297	244	253
YPL050C	1618	1277	1279	1340	1314	1356
YPL049C	889	735	624	750	873	800
YPL048W	6658	5090	4417	4691	4771	4555
YPL047W	273	214	214	282	269	275
YPL046C	88	71	90	138	105	126
YPL045W	535	460	450	692	605	555
YPL043W	1294	1213	1317	1072	1238	1187
YPL042C	549	477	395	620	555	490
YPL041C	115	90	90	122	122	135
YPL040C	511	384	403	583	535	544
YPL039W	113	98	93	161	178	170
YPL038W-A	3	3	6	14	16	4
YPL038W	206	203	222	192	184	201
YPL037C	6233	5020	5039	3645	4057	3779
YPL036W	179	155	142	190	183	175
YPL034W	180	153	151	204	225	190
YPL033C	3	1	1	9	10	16
YPL032C	1822	1443	1275	1420	1392	1344
YPL031C	650	484	414	588	660	581
YPL030W	429	401	492	566	606	643
YPL029W	418	389	424	520	577	556
YPL028W	3666	3080	3152	5045	5212	4853
YPL027W	4	2	2	10	4	7
YPL026C	347	278	262	415	504	474
YPL024W	142	86	123	183	184	210
YPL023C	1420	1111	838	1276	1093	929
YPL022W	1064	829	768	1177	960	904
YPL021W	0	0	0	2	0	1
YPL020C	738	519	450	828	811	686
YPL019C	7703	6043	6122	1302	1252	1230
YPL018W	264	277	267	189	190	222
YPL017C	36	35	18	228	226	206
YPL016W	508	390	514	636	689	671
YPL015C	953	726	595	950	884	818
YPL014W	576	595	702	330	405	482
YPL013C	301	255	266	314	343	288
YPL012W	2999	2466	3144	2377	2497	2442
YPL011C	477	380	363	443	483	415
YPL010W	1521	1245	1375	1140	1044	1001
YPL009C	862	697	674	652	717	705
YPL008W	372	272	301	369	344	386
YPL007C	376	302	331	298	289	324
YPL006W	1345	968	872	1620	1270	1360
YPL005W	196	156	172	389	341	311
YPL004C	4413	3415	1928	3316	2814	2644
YPL003W	196	143	131	258	255	226
YPL002C	230	170	188	287	243	249
YPL001W	224	192	219	282	268	266
YPR001W	62	60	40	126	94	90
YPR002W	67	51	33	159	129	125
tF(GAA)P1	1	1	4	10	4	2
YPR003C	313	253	249	330	321	291
YPR004C	930	728	593	761	746	705
YPR005C	237	160	65	219	188	113
YPR006C	303	234	213	367	297	269
YPR007C	51	48	33	119	116	107
tG(GCC)P1	12	9	2	25	20	14
YPR008W	1452	1165	1043	1588	1660	1656
YPR009W	486	384	352	262	282	250
YPR010C	6560	5218	5505	4727	4753	4843
tK(CUU)P	0	0	0	3	3	1
YPR010C-A	243	170	192	244	236	212
YPR011C	309	227	220	244	235	219
YPR013C	430	372	395	465	526	424
YPR015C	26	14	26	68	58	37
YPR016C	2499	2237	2487	2431	2369	2236
YPR017C	215	192	190	263	256	246
YPR018W	234	229	247	347	377	351
YPR019W	1176	928	906	1257	1124	1143
YPR020W	261	228	203	221	184	165
YPR021C	503	378	372	323	369	332
YPR022C	840	659	671	889	802	781
YPR023C	1087	876	796	1234	1123	1072
YPR024W	2532	2067	1902	3140	2820	2944
YPR025C	343	293	297	452	378	377
YPR026W	522	367	267	1148	886	853
YPR027C	5	9	7	14	14	12
tF(GAA)P2	0	0	2	0	0	1
YPR028W	2759	2170	2109	1958	1841	1739
YPR029C	1361	1107	1051	1428	1438	1373
YPR030W	483	334	151	1744	1171	1077
YPR031W	214	165	184	259	240	277
YPR032W	701	597	544	822	716	721
YPR033C	4762	3882	3853	3059	3069	2825
YPR034W	749	705	745	800	936	816
YPR035W	15439	11702	8309	6581	7423	6701
YPR036W	6189	5008	4517	5350	5668	5217
YPR036W-A	2494	2065	1574	2172	2497	2245
YPR037C	294	226	185	340	303	303
YPR040W	463	374	308	728	697	631
YPR041W	1984	1723	1752	1545	1642	1698
YPR042C	911	649	601	1335	1154	1197
YPR043W	6810	5852	5752	3107	3292	3005
YPR045C	490	407	358	676	663	610
YPR046W	84	69	80	95	139	122
YPR047W	436	315	322	385	320	265
YPR048W	349	330	438	404	453	435
YPR049C	364	307	363	920	852	846
YPR051W	171	142	167	118	161	132
YPR052C	1763	1442	1399	1061	1014	929
YPR054W	12	12	7	15	15	9
YPR055W	684	530	553	914	809	758
YPR056W	355	288	358	382	404	401
YPR057W	309	247	241	241	289	254
YPR058W	486	384	423	373	392	382
YPR060C	781	625	661	618	641	653
YPR061C	140	100	72	265	216	228
YPR062W	330	261	214	190	193	195
YPR063C	705	535	488	545	564	488
YPR065W	286	247	206	428	464	467
YPR066W	122	95	119	132	140	108
YPR067W	444	327	301	505	467	443
YPR068C	99	88	103	180	169	170
YPR069C	4215	3456	3689	2623	2605	2459
YPR070W	482	358	379	597	527	540
YPR071W	167	147	147	209	231	278
tS(UGA)P	5	0	2	1	2	1
YPR072W	1701	1296	1224	1267	1368	1182
YPR073C	831	657	761	822	737	702
YPR074C	18958	15199	15313	13994	14741	13946
YPR075C	1192	946	732	1868	1840	1688
YPR078C	15	15	6	59	43	40
YPR079W	377	289	223	630	549	523
YPR080W	21528	17701	19538	12532	13184	12120
YPR081C	544	453	315	536	490	462
YPR082C	118	143	120	154	163	148
YPR083W	171	139	136	223	176	188
YPR084W	401	318	253	438	498	408
YPR085C	152	123	122	224	227	234
YPR086W	1124	941	759	1216	1185	1000
YPR088C	2084	1713	1448	1773	1671	1608
YPR089W	798	582	549	771	648	694
YPR091C	1309	986	891	1358	1148	1080
snR51	35	20	21	48	41	57
snR70	1139	1290	1250	1581	907	742
snR41	235	175	151	294	188	139
YPR093C	86	89	45	114	116	105
YPR094W	192	176	177	246	256	214
YPR095C	572	468	430	797	744	724
YPR096C	5	4	8	10	8	6
YPR097W	1793	1466	1418	1889	1756	1627
YPR098C	291	239	198	439	409	399
YPR100W	212	178	194	150	129	119
YPR101W	175	145	130	255	204	203
YPR102C	5558	4638	4518	2061	2217	1941
YPR103W	1856	1493	1373	2106	1977	1696
YPR104C	576	453	517	705	707	719
YPR105C	1068	858	758	1080	880	819
