,log2 Fold Change,-log10 P-Value
YAL065C,0.8461725240683732,0.43839655987532966
YAL064W-B,0.9311492762678529,0.9399174421159842
YAL064C-A,9.847363625760908,0.30537256395115586
YAL064W,0.25533120769329376,0.08035098604145703
YAL056W,0.0747537082620311,0.8810500755254727
YAL055W,0.12476033888535709,0.7656067584115119
YAL054C,0.08845551661863078,0.1064468583035182
YAL053W,0.6512356791656514,1.8716013916822904
YAL051W,0.39521572548651335,2.6878957622743886
YAL049C,0.5870931413331981,2.192477720728252
YAL048C,0.017942886493977846,0.03679940740294699
YAL047C,0.3186368474327696,1.3865374523571288
YAL046C,0.1330777193216691,0.32225606554208086
YAL044W-A,0.13443056786453628,0.7722491944859947
YAL044C,0.4870816170566374,2.114457418518211
YAL043C,0.33532296924929794,2.0529323399526236
YAL042W,0.20502692309433312,3.195024496037183
YAL041W,0.4280426054537824,3.193092263228525
YAL040C,0.13670120034432795,1.1799320340848212
YAL039C,0.6602018925147575,1.582063243151795
YAL037C-A,0.25653790823508316,0.1394921992181622
YAL036C,0.21276135600677673,1.2386472188786992
YAL034W-A,0.5447945041233354,1.3516799038710716
YAL034C,0.02685734700420443,0.0311860624579844
YAL033W,0.22353219670079125,0.9426188463827708
YAL032C,0.27080178506249053,0.6812852970134106
YAL031C,0.19887880738228292,0.3833621016542565
YAL030W,0.7636351712917552,2.043490915259919
YAL029C,0.32711634302407494,1.742954187722329
YAL028W,0.44566367447743205,0.6860464957297697
YAL027W,0.55385583954535,1.814101863622254
YAL026C,0.11691267264562369,0.9888626058568243
HRA1,2.3828376924020893,1.2794967303455906
YAL024C,0.27347673186499427,0.6996646527724133
YAL021C,0.10008420328937355,0.39207723952025664
YAL019W,0.17759611257847002,1.1294845416073567
YAL018C,9.419238887292,0.6568858919056484
YAL017W,0.32323137669612517,0.6300471712850847
YAL016W,0.35633962990205137,1.757634052768835
YAL015C,0.6090360965428112,1.7946609983992945
YAL014C,0.3335901860133192,1.2432805857286984
YAL013W,0.36497808535851184,1.7322748169053788
YAL012W,0.7158908821578147,2.1022876308823757
YAL011W,0.492600678327209,2.110937796218922
YAL010C,0.2846274002663586,1.3191010798057192
YAL009W,0.295368718962882,1.1050332242790917
YAL008W,0.8269501051649439,1.7499350295830407
tP(UGG)A,13.126292581215077,0.6592053787199647
YAL005C,1.895852141835872,3.1130299678803253
YAL003W,0.41001216282571223,1.2429007237505931
YAL002W,0.5879699066309918,1.8464260402129153
YAL001C,0.4872743454232243,2.7589334451258916
YAR002W,0.30348837871439405,1.0623200240772053
YAR003W,0.6516597110859815,1.9258518798937623
YAR007C,0.37233058429659116,1.3597821640106986
tA(UGC)A,13.744693560643643,0.5801028450569499
YAR014C,0.5332668883800968,2.2984011899270373
YAR018C,0.5993925351498017,3.522064764580744
YAR019C,0.24820483013525518,0.7826890254206714
tL(CAA)A,1.9341211597456744,1.0815385090908327
YAR027W,0.15299193875484005,1.6802594440594123
YAR033W,0.15781482337826414,0.3414445675699824
YAR035W,0.5636583866931546,0.8426113957842062
YAR035C-A,11.939287361387038,0.30537256395115603
YAR042W,0.33090463802829484,1.2666598342643278
tL(UAA)B1,11.886833547324906,0.30537256395115586
YBL107C,0.1863971514435188,1.5030674682993743
YBL104C,0.4465286858838576,1.308157776499974
YBL103C,0.14723903179127246,0.7134626620152725
YBL102W,0.2923030140122564,1.9283188899426322
YBL101C,0.6833642347627122,1.2619972533139368
YBL100W-C,1.2537177735890326,1.1206743510135768
YBL099W,0.08597697342714328,0.29876278005567397
YBL098W,0.43470757326404524,1.7572643381615878
YBL097W,0.2645731406300601,0.7561869359924499
YBL095W,0.3731741773973775,1.3581667418300025
YBL093C,0.8391120232206501,2.894239456346922
YBL091C-A,0.704411029817701,1.2561857115891357
YBL090W,0.02928110791191795,0.10012133977264696
YBL089W,0.15518417037196974,0.7617195263912393
YBL086C,0.70237695409934,2.172321055440389
YBL085W,0.06177099890605977,0.22628562005606886
YBL084C,0.30560111421090874,1.384357647546808
YBL081W,0.05121684739131525,0.1789585015824119
YBL080C,0.38848137963163015,1.8510973455157786
YBL079W,0.31386646096927784,1.9505217495334486
YBL078C,0.8205767263882041,1.4209385666569296
YBL076C,0.001607609116725167,0.008378342250206646
YBL075C,1.2658932911714342,3.4657737659030112
YBL074C,0.7712019683464905,2.2057949633127336
YBL071C-B,0.7408455158253002,0.31015148897010625
YBL071W-A,1.1526827877574881,2.9649956720467436
YBL068W,0.055350721569273016,0.17678133792057577
YBL067C,0.13241011602870098,1.4685023991522304
YBL066C,0.4678263158838994,1.2650580727590925
YBL064C,2.258669917151549,2.985005916306867
YBL063W,0.35960642955850086,1.4073552919727927
YBL061C,0.8626645310220685,4.088996148687467
YBL060W,0.5896413780541666,1.5501205574877581
YBL059W,0.266252634865747,1.611013647822876
YBL058W,0.7195865274855284,4.591265392815367
YBL057C,0.2324999198883201,1.3768213860751515
YBL055C,0.24453189037559933,1.161495045716837
YBL054W,0.939280327725782,1.8216681372150776
YBL051C,0.3526908283784392,1.3805063102800523
YBL050W,0.7318629811240648,2.592610557936126
YBL049W,1.6099846588237139,2.009894485528559
YBL047C,0.5733519004164651,2.3464594474393663
YBL046W,0.06679701672577427,0.13957082021985198
YBL045C,0.170107133512289,0.9269630839290725
YBL041W,0.6650367091442887,2.297975356358272
YBL040C,0.47952625898475054,1.2269530840461735
YBL039W-B,0.5244009488510615,0.8001487137613692
YBL038W,0.2627788228874953,1.5369094108548174
YBL037W,0.7066588489631076,3.1074407336851393
YBL036C,0.11911964131550318,0.8044981106756723
YBL035C,0.28307569738680405,0.8800660243311846
YBL034C,0.3985823293430784,1.5026995379628736
YBL033C,0.8984067642322633,2.3808856877298736
YBL030C,0.1048183574237048,0.5824951096694156
YBL029C-A,0.10208886556436225,0.35318623902209956
YBL028C,0.2129053164951037,0.42020022149118985
YBL025W,0.18228419642950894,0.6814962179718312
YBL023C,0.4597295426061811,2.49799887249323
YBL022C,0.5986364339160559,2.191615642558066
YBL021C,0.5921245170620443,2.2514059246665727
YBL020W,0.02653919325101703,0.14972237997246274
YBL018C,0.10921653089740503,0.130879668205517
YBL017C,0.11179643473757198,0.5316281948969538
YBL016W,0.7783767539722655,2.588248350742575
YBL015W,0.6326166904457694,1.3622690919746265
YBL014C,0.18385893204779827,0.6510902221426527
YBL013W,0.6076366513154356,1.3068281854392383
YBL011W,0.25138646605889065,1.0224741504058827
YBL010C,0.5017972334310403,1.195672522717155
YBL009W,0.27081840947739944,1.1191195792064919
YBL008W,0.34723978142027057,1.2075772592735659
YBL007C,0.4865928403518955,1.8072853810484022
YBL006C,0.5126639695846475,1.3810142436613386
YBL005W,0.09128731305293497,0.3518199499138243
YBL001C,0.594222954105164,1.9000912567856711
YBR001C,0.05421007993832125,0.10743517754716898
YBR002C,0.6656761567336335,2.3444990262255603
YBR003W,0.7600754077474231,1.9266975881195785
YBR004C,0.4426284662213847,2.351948405802726
YBR006W,0.8359976034099146,1.9615714578997918
YBR007C,0.7089852242771173,1.952349424983145
YBR008C,0.9011706505651684,2.8156854941661336
YBR011C,0.1794962679491952,1.5023609904160478
tT(AGU)B,12.123636588135373,0.30537256395115603
YBR014C,0.6979495575677727,4.031944978438704
YBR016W,0.8337355059392378,3.4820834339165425
YBR017C,0.28351527281400524,1.505932120209073
YBR018C,0.8878410331944616,1.5166600066414375
YBR019C,0.20367525364934985,0.22220511975498478
YBR020W,0.34540292778821624,0.3490560678902532
YBR023C,0.9233023859153788,2.5124170645647963
YBR024W,0.2531272123417815,1.7084159328861925
YBR025C,0.14205268125461304,1.5443914869066324
YBR026C,0.5971820660809974,1.808549526831363
YBR028C,0.4616523039980419,1.8871613745909526
YBR029C,0.14133440485140425,2.159652071775196
YBR030W,0.21384558422256156,0.9954275892371605
YBR034C,0.3643610960071609,1.6647058114434539
YBR035C,0.5112781155148218,2.326270117868182
YBR036C,0.3339258334780567,1.7331382768458166
YBR037C,0.476437612712554,2.6407404325545594
YBR038W,0.7751272213517839,2.9888505631176234
YBR039W,0.3759692890258198,1.641965510994281
YBR041W,0.4201317654136313,2.0959206192757227
YBR042C,0.11282379574613467,0.4257539368157732
YBR043C,0.5812405417935933,2.1031719853765556
YBR044C,0.30607027614401183,0.9937355417985462
tV(UAC)B,0.8465348288406945,0.4383965598753296
YBR045C,1.342408039639037,2.7094770726595434
YBR046C,1.5182940700995786,2.7390967389196583
YBR047W,2.514648700810874,3.4444139919558237
YBR049C,0.28912899175158646,1.161890136310677
YBR052C,0.6904862022100522,2.5552554511041676
YBR053C,1.0818453073343641,2.5191819590291566
YBR054W,0.4717175069780492,0.8979358943715845
YBR055C,0.1325176551352912,0.35560834126773266
YBR056W,0.737768730842289,1.9012006395235062
tQ(UUG)B,12.143531716895373,0.30537256395115603
YBR057C,0.35361374358365466,1.558729997457723
YBR058C,0.43510363440994293,2.6397116392540174
YBR058C-A,0.10977130425237673,0.1724638141157411
YBR059C,0.6287313437581415,2.1315231898564995
YBR062C,0.5918255767116556,1.583868607752118
YBR063C,0.9473067609721065,3.1404923909005604
YBR065C,0.9112774267752939,2.901399412171718
YBR067C,0.7224388377086287,2.1977919357828366
YBR068C,0.4574376419583111,5.315921045965947
YBR069C,0.2679062203752837,0.9440101616896398
YBR070C,0.516386960911683,2.100332274356788
YBR071W,0.33074954521096767,2.196939871967626
YBR072W,1.1985611389896458,2.108513371703944
YBR072C-A,3.461134661162973,1.563987292626315
YBR073W,0.5713167634040511,3.796906026974533
YBR074W,0.37351391268106415,1.1240120558469775
YBR077C,0.3717043054028277,1.2889657214962067
YBR078W,0.053641874943008636,0.7453022437581054
YBR080C,0.47921885978839673,1.758434872221159
YBR081C,0.07469374968948017,0.6005931870116703
tD(GUC)B,13.143372275443161,0.30537256395115603
YBR082C,0.7388748969320025,3.2837246881340927
YBR083W,0.5049299778109425,1.1074193320954493
YBR085C-A,0.6305252776544207,0.8856520249788112
YBR086C,0.208144693927225,1.2509001368627684
YBR087W,0.1232692187251668,1.0285439032252583
YBR089C-A,0.3944094649436504,0.9548501921846547
YBR090C,1.1925746537302455,1.898080384850055
YBR091C,1.0094059782761629,3.094385479913139
YBR094W,0.22991746939528307,2.0275861961707475
YBR095C,0.5055093516494903,2.254943326879223
YBR096W,0.6800762244868456,2.4210663469510885
YBR097W,0.4071030179877611,1.8449091333315506
YBR098W,0.770645399648092,3.01297760255593
YBR101C,0.08780671732911534,0.3510073419683974
YBR102C,0.14456797519030198,1.2046075302782606
YBR103W,0.3423018282852377,1.6871047265528767
YBR104W,0.14212186564286974,0.36280286391653543
YBR105C,0.5653964588304741,1.4782236954958872
YBR107C,0.2934501734713601,1.483605596494601
YBR108W,0.7293362049940921,1.1325679972005451
YBR109C,0.5967164839651565,3.4958950702859664
YBR110W,0.1470703887144379,2.006677964787625
YBR111C,0.03946861275453838,0.3167536517156018
YBR111W-A,0.3635712087360257,1.030595702095852
YBR112C,0.10602316118649417,0.467325186892604
YBR114W,0.2991059731439532,0.8847372606399215
YBR115C,0.43303290174177245,1.7337945151109155
YBR118W,0.019537908723683956,0.09560600543780536
YBR119W,0.2207233574661245,0.8582112626750309
YBR122C,0.23459732215963103,2.3448223724445807
YBR123C,0.02281426766887662,0.06228549148270331
YBR125C,0.48011694492079626,2.7114255401217986
YBR126C,0.5709458626662529,1.1531979415085187
YBR128C,0.8892486104873978,2.658139647809028
YBR130C,0.4250815275689925,2.3957004829455664
YBR131W,0.7900032971903829,2.52076629488736
YBR132C,0.7491655586190448,1.3497322935124743
YBR133C,0.1352409207174546,0.968073342553275
YBR135W,0.337966073125606,1.9232492211808268
YBR136W,0.20782977436605682,0.7300678814974053
YBR137W,0.5425510339868305,2.173759766574709
YBR138C,0.40020202821071127,1.2838754398271217
YBR139W,1.1646063962778894,1.993523847273625
YBR140C,0.38418366533382925,2.596920911115754
YBR141C,0.30532485979028223,1.6831623139413157
YBR143C,0.018557741561593486,0.9315241951274233
