,log2 Fold Change,-log10 P-Value
YNL254C,1.0734535581934845,2.3067957768962533
YNL237W,2.1170098917062665,2.3516667031204337
YNL208W,1.0500429734073546,3.3837071545999233
YNL191W,1.0082648631928905,2.531808194134003
YNL160W,1.6871738914513703,3.2108089198864516
YNL146W,2.0837408728659734,2.017132688297404
YNL142W,1.1188259662139142,3.054195040117873
YNL134C,1.8583340149557337,3.6352914880689937
YNL125C,1.5419564069253058,2.970239445002649
YNL115C,1.054012319375792,2.7963887384696484
YNL058C,1.068525007395393,2.8831202834331733
YNL015W,1.2694925457192496,3.7522605987060147
YNL014W,1.3533807615491202,3.20646534344155
YNR075W,1.1225607480603383,2.218191831841534
YOL158C,1.2461378923281583,2.0982445016532987
YOL155C,1.0278309428061063,2.2413457749479986
YOL151W,2.2294579893165904,4.603576191047867
YOL136C,1.1054409168964745,2.9171466565027058
YOL132W,1.7603155974135563,2.2002601967758424
YOL131W,2.2416519092770515,2.2980785516706668
YOL122C,1.3958414538477362,3.5313386346624682
YOL101C,2.6331269544764826,3.0052781756505946
YOL100W,1.0186317595901717,3.348694484290004
YOL091W,1.2014846363309515,2.3595177349513228
YOL086W-A,1.2451618651987282,2.6104170730372354
YOL075C,1.0341227274247329,3.3716614703324495
YOR018W,1.1540638127745615,2.8096878938449663
YOR152C,1.451493108709335,3.248495909543413
YOR185C,1.6825089995838138,3.300305022574923
YOR226C,1.8627140843756218,2.7750728572040044
YOR237W,3.1427206620004133,5.521149544076669
YOR284W,1.1982926841605193,2.3936189583538185
YOR285W,1.1499199800186655,3.846782040973009
YOR292C,1.2500627564273046,2.726624364515057
YOR303W,1.3016694739052639,2.1445406352991645
YOR306C,1.3448144441656507,2.709634300472727
YOR316C,1.5613411195220017,3.272672426254711
YOR338W,2.4926555725221693,2.1623902327441233
YOR378W,1.304922583869434,2.3767220273896723
YOR381W,1.13271601098647,2.67823114350462
YOR382W,3.408033885086852,4.732345984965127
YOR383C,2.5220334839794214,3.587861234927298
YOR384W,3.7422801128173715,2.3337527260903683
YOR389W,1.6847059331571972,3.443784328494207
YPL277C,1.4134008549086794,2.622121431207046
tW(CCA)P,1.2923700156874385,2.7130032971512517
YPL229W,1.2910514629127239,2.1199068245747963
YPL188W,1.172918173596872,2.669748563314676
YPL154C,1.2305144976901443,3.1074293408575993
YPL148C,1.4239607882434677,2.923561936271314
YPL119C-A,1.5919053592025123,2.6804816723750187
YPL119C,1.0570147599046378,2.436195118351646
YPL111W,1.9095227802965393,3.7828273133120174
YPL088W,1.3281939127461426,2.4274023943192558
YPL081W,1.4236205432133684,2.7477964523540135
YPL056C,1.0041793848601503,2.905451061396313
YPL052W,1.0600110649407957,2.3608021586634282
YPL033C,2.6406064227031703,2.264008572840378
YPL017C,2.2710947150883487,2.6945988723389656
YPR026W,1.1570506369720988,2.186798081354578
YPR049C,1.0050470541157204,2.7290995838689325
YPR098C,1.0332848628825877,2.3754507406738883
YPR145C-A,1.1666760091176118,3.044422107676624
YPR159W,1.0379811321694123,4.752618816118357
YBL003C,-1.4676012435667511,4.005757501176025
YBR031W,-1.131279834191323,3.346905301036959
YBR181C,-1.076273381315124,2.9981501496764653
YBR189W,-1.1988426912987025,2.750081865361241
YDL241W,-1.1365835733840026,2.1677619547905524
YDL171C,-2.1635094207265637,5.179367076149043
YDL133C-A,-1.30706813215122,2.1331579243600403
YDL039C,-1.025513055036656,2.8646320526027638
YDR012W,-1.3230025088562334,2.514712420723162
YDR064W,-1.0965149582440343,2.0515458195693874
YDR418W,-1.3865968079416657,3.5938023689487517
YDR450W,-1.1267963148488411,2.4737191720307217
YDR461W,-1.000182837986287,2.035879300559697
YIL133C,-1.0661856847156372,2.601472255356363
YIL015W,-1.5172481489216572,2.107259319809386
Q0142,-1.0249114896174538,3.14360139617482
YER131W,-1.3742412187271251,3.9746239276813142
YER156C,-1.155095133585548,2.9807876951662946
YFL034C-A,-1.1240941571149987,2.2531853242304742
YFR055W,-1.344617265969366,4.062643415860897
YGL263W,-1.4872173258894008,3.2727468582253874
YGL255W,-2.007410666676465,3.285554711662008
YGL147C,-1.7074401067660883,3.5546952172194066
YGL135W,-1.420386144121551,2.567412210760155
YGL123W,-1.1775811350505887,3.476833397217527
YGL032C,-1.3280118416643976,2.987142804394828
YGL030W,-1.1545288602568677,3.552639423497474
YGL009C,-2.882486686098089,4.5826592935939345
YGR034W,-1.4104996140118273,2.8831672289308328
YGR148C,-1.0142785387556257,4.373461694905829
YGR286C,-1.5344910408410948,3.198344775133333
YHL033C,-1.2100168983760693,4.054273840128439
YHL015W,-1.1463983369777917,4.055114016115221
YHR143W,-1.0755658343721668,2.541836831658781
YJL191W,-1.1492578165799598,2.7012106315972066
YJL170C,-1.1299849529374197,2.069263167375755
YJR016C,-1.316893417298371,3.4115019477126243
YKL216W,-1.033455791612591,3.2076062933469105
YKR057W,-1.2623359989256013,2.2170052181099065
YKR094C,-1.3314814855262158,3.8111265663103713
YLL045C,-1.0976797445382873,3.0369199661193114
YLR061W,-1.1101667500127166,3.2258047828393503
YLR130C,-1.3469399165663052,3.078694423642084
YLR167W,-1.3505866232882995,3.9756833328218533
YLR304C,-1.9014721447296317,4.745695549789297
YLR325C,-1.1373741333841167,2.8955789829654717
YLR333C,-1.406679047508814,4.324948421372421
YLR340W,-1.424331176378426,4.644702797399742
YLR367W,-1.411439762014273,2.8944985401513716
snR44,-1.336044227820806,2.3274326948490356
YLR441C,-1.1146583850087095,4.051886157968141
YML123C,-1.5360326399835775,2.1101769395887393
YML063W,-1.074565351575669,3.5540089437564366
tS(AGA)M,-13.735223004247244,5.915299939627288
YMR084W,-1.6357047305293204,3.722677742147769
YMR085W,-1.737517565905638,2.4421289919043976
YMR116C,-1.2986049486097409,3.3033425341629363
YMR143W,-1.1108181632927785,3.1792853294401513
YMR230W,-1.2637911383901301,2.193718166376557
YMR242C,-1.197223819781751,4.001323073805883
YNL335W,-11.687965081036678,5.915299939627288
YNL302C,-1.0195844712149094,3.0899439594273796
YNL279W,-1.0869876334927153,2.5401374590431716
YNL178W,-1.0283552883110947,3.2753899043968233
YNL096C,-1.205027431874813,4.927273814301105
YOL120C,-1.1424480481753332,3.8752558407000643
YOL016C,-1.2555462617630397,3.5551857776547346
YOR096W,-1.0516266674335077,2.441255460949203
YOR293W,-1.0084737908235062,2.395320295974997
YOR312C,-1.1643026949351603,2.920436266755626
YOR369C,-1.41204769490398,3.8318830348640778
YPL249C-A,-1.0654665126373999,5.122411686763055
YPL198W,-1.7569112677494692,5.36480153690651
YPL131W,-1.1026186913740679,3.7434651044751077
YPL079W,-1.5484439888701589,3.6368829866741375
YPL019C,-1.5329008733968887,4.270527554948732
YPR132W,-1.0035693289334164,2.1210728380703134
