,log2 Fold Change,-log10 P-Value
YGL163C,1.05671698294645,3.249741153114796
YGL157W,1.23937366966419,3.818969898698247
YGL156W,4.007461683768289,2.4084458357386453
YGL146C,2.1185989412740764,2.098923204035721
YGL126W,1.0300314343618997,3.1289363104205696
YGL121C,2.4850631129221608,3.252645291706024
tE(UUC)G1,2.71055185775727,2.616444521289662
YGL081W,1.2851564387617453,2.187606403703164
snR39,2.0222971933853304,2.896470301930249
YGL071W,1.033890485539972,3.856524704667009
YGL055W,1.6967061404811195,3.2282390458121326
YGL051W,1.1818050064509737,2.646415058028961
YGL039W,2.5514948046880512,3.573708136297093
YGL001C,1.4718435422179157,3.7423119661098365
YGR031C-A,1.9079766375255853,2.222541644817116
YGR032W,2.6080230007855127,2.9680759363492033
YGR036C,1.3081999851169335,2.517013546086271
YGR043C,3.062205042172187,2.087647010061847
YGR055W,2.1864411592457667,2.4505943144639835
YGR060W,1.4149991643164936,2.417384592200042
YGR087C,3.6238381370104524,2.4079867276557207
YGR127W,1.4852049479312237,4.373636478404337
YGR131W,3.3318396395134617,4.047592382445687
YGR143W,1.1338856731480533,3.8250072565710282
YGR144W,2.069141243220236,2.747993709691766
YGR149W,1.3734209853937052,2.7015084707465915
YGR154C,1.2691724985366357,2.1928573873196817
YGR161C,2.009366220172048,2.341109663707639
YGR177C,1.3283749052417047,2.134913559194023
YGR197C,1.1387619740813146,2.7716833664456217
YGR230W,1.1315502233441463,2.009856452655261
YGR236C,2.321154362093484,2.2708397249153087
YGR244C,1.2083363859983902,2.744427866273567
YGR256W,2.1043651777899393,2.6374271396547275
YGR258C,1.089614407663762,2.936134993967276
YGR295C,1.0701900270282039,2.4904659266957303
YHL047C,3.2302257258405773,3.5489894717318204
YHL044W,1.5861974496825308,3.890410084470716
YHL040C,2.7927696233319534,3.705166070411066
YHL035C,2.0660752319957605,3.6558433773532286
YHL016C,2.225803675942775,3.6667240441990088
YHL006C,1.0573026039273945,2.155344181015231
YHR004C,1.346352144354821,2.652529963376681
YHR006W,1.0845054791254083,2.6810365564441163
YHR021W-A,1.1822688164547084,2.567437714863856
YHR033W,1.1230354908804783,2.0458295603118715
YHR042W,1.2006658872536793,2.18527972438471
YHR096C,4.565348063296692,2.2895583482240958
YHR104W,1.1283075310098436,2.7506362215691005
YHR106W,1.1232261369143177,3.5829411132640043
YHR126C,3.9088495516593933,2.1521719239434742
YHR137W,2.0163945081971293,2.8820158154449578
YHR138C,1.1331466856839325,2.0126940430304994
YHR139C,1.8809134102544895,2.4750699801726532
YHR157W,1.6804109485518741,2.475765117402802
YHR175W,1.0646356196241933,3.6013772327314517
YHR176W,1.505918586356708,3.2935608958565297
YHR177W,1.387391366944784,2.4983767783546873
YHR199C,2.0076089002164275,4.066190983497719
YJL163C,1.6783196676619734,2.2426182690040473
YJL159W,1.3111329611036653,2.7124187025050053
YJL153C,3.3002734198732084,3.879407748573295
YJL151C,1.3206166673849484,5.570208894184702
YJL149W,1.688141800095235,3.2901893564404525
YJL144W,1.6352326188011426,3.2699853680078017
YJL133C-A,1.7576326232702326,3.1160708504041
YJL116C,3.0628557963627756,3.909639806531284
YJL105W,5.519262638410202,3.7998979792733625
YJL094C,1.0973935611317713,2.5000039555976117
YJL089W,1.300437635931426,2.683179872441388
YJL084C,1.0409158642376883,3.220611732813314
YJL079C,2.541503345482369,3.754234416610198
YJL077W-B,1.6110056163996809,4.278393172622175
YJL043W,1.648329468676077,2.107325921433027
YJL038C,2.4598646297239584,2.294649875951976
YJL016W,1.303700440290886,3.124876945455299
YJR005C-A,5.728179779499677,2.551909228462026
YJR010W,1.6451685552382067,3.0098456647711838
YJR025C,1.258891019201505,3.214542190173755
tS(AGA)J,2.3044530930054052,3.3597573211498357
YJR078W,2.826094914696191,3.907521411847779
YJR107W,1.1721388235316639,2.8534472857681323
YJR108W,1.4479803276492413,2.1351433075961532
YJR116W,1.6836802809259024,2.6321203072829578
YJR119C,1.4282046967282647,2.2450708506567008
YJR150C,4.807996019351476,5.140916383184211
YJR152W,1.3985868669520467,4.0081664091972495
YKL190W,1.2316527661099301,2.1710979807106687
YKL187C,1.3290020285660573,2.0377922019629238
YKL178C,1.3529937610886966,4.169763852655238
YKL161C,1.2889281730412707,2.7537398286836283
YKL151C,1.6283499958386447,2.6663969359544826
YKL107W,1.6435664031582748,2.0552884122981943
YKL103C,1.979834756091681,2.5194531114720418
YKL095W,1.3501570046283387,2.585367731562764
YKL094W,1.0468920501512087,3.0946012315051554
YKL086W,2.504071681745913,3.0377850881685786
YKL067W,1.2355905598288595,3.5921215278719916
YKL062W,1.086514644969776,2.067914515326265
YKL052C,1.5962759800055701,2.607786097664943
YKL042W,1.0193813777262126,2.263381301934239
YKR011C,1.0113762254600531,2.239321235030227
YKR034W,2.105600577756946,2.135210497835244
YKR046C,2.4789061638020193,3.762950045262684
YKR049C,1.432711548581852,2.843981504786946
YKR052C,1.4486929431330182,2.8446258752631026
YKR053C,4.054037098419069,2.4774342064261803
YKR061W,1.5350961748991052,3.513825825785933
YKR069W,1.268200981666247,2.805817886343365
YKR076W,2.287867785462976,2.769296428058714
YKR091W,1.8945651956033789,3.4475160172648036
YLL062C,1.6787440543891368,3.0958079803384475
YLL060C,1.9505575654747997,2.7500193821532357
YLL058W,1.3441624843620978,2.4347241904233683
YLL052C,1.2568312729666395,2.265993573929093
YLL051C,1.2853741174616666,4.455578646199367
YLL046C,2.3866009615949646,2.4998607507532697
YLL039C,1.9339101990227738,2.349857722113647
YLL026W,1.2805716059371424,3.375339196161949
YLL023C,1.1170220669968411,2.707552005058221
YLL019C,1.2773167125694949,2.483886059440868
YLR004C,1.6192663994178917,2.0890921209316833
YLR010C,1.3937926620648866,2.14428785299152
YLR034C,1.3158291769371302,2.8547255859569045
YLR037C,1.8200957128789685,2.5239394243160183
YLR046C,1.2796458643791506,2.8337261370262774
YLR047C,1.2425277087802313,3.028276988302566
YLR050C,1.098817737972327,4.13492350278392
YLR054C,1.274991000024058,2.4214401875394054
YLR056W,1.8257555477409217,2.7399193308603595
YLR092W,2.639482883195887,2.5445473811606245
YLR093C,1.0250430849465233,2.690960023953351
YLR094C,1.4501579810463805,2.4912012562502963
YLR099C,2.0488522343496336,2.5989543440223564
YLR100W,1.2085520341653262,4.269294371103832
YLR107W,1.5115650894790877,2.886961682314876
YLR121C,1.2413651356552422,3.3012677822976504
YLR126C,1.136429939627207,2.4329409363045493
YLR136C,3.5452174978800697,3.11554762231194
YLR137W,1.2655168279733597,3.957328294067381
YLR142W,2.2074484303807522,3.11953855480178
YLR168C,1.5130219821738387,2.4295571508446874
YLR173W,1.1203946947083492,2.4805505005880573
YLR174W,1.556985434606327,2.863937823750883
YLR176C,1.2188140981733593,2.4125568171707577
YLR178C,2.1168304617269014,2.9027221004348145
YLR189C,1.0389466896455237,2.3276447155139564
YLR191W,1.0066119911413258,3.2205444924985382
YLR194C,1.3325029186282253,3.2509746830364006
YLR205C,3.5155200043826027,2.504304931255213
YLR213C,1.3043516878298684,2.857685990319257
YLR214W,1.4001987196530916,2.22814761803184
YLR219W,1.053029729934451,2.2793394815410672
YLR223C,1.330885872983877,2.450358972798783
YLR226W,1.0163045958524763,2.0775938369496565
tL(UAG)L1,2.154752418898824,3.0205399157798367
YLR254C,1.4608112995977518,2.4770179456132984
YLR256W,1.4254380569754996,2.6922955369724546
YLR270W,1.4991835938414544,2.2246485924623114
YLR273C,1.218161847536758,2.2221319422433066
YLR299W,1.3752538369165554,2.32780998284213
YLR306W,1.2631108740986237,3.0655618013829313
YLR312C,3.080549349722226,2.5000013869924107
YLR346C,1.696637276570533,2.7790375159903147
YLR431C,1.103576639706636,2.6975408526495013
YLR436C,1.0210277739648843,2.475017269023117
YLR446W,1.795382093953974,3.1016770519215258
YML130C,1.0596676130673568,3.4816045721123094
YML087C,1.8171681538147253,3.270819116292575
YML083C,1.8526349264953066,2.1667725763293784
YML064C,1.0893921590231939,2.1275167160392563
YML058W-A,1.4650491138006383,2.5134484341735024
tP(UGG)M,2.8509966844618657,2.8185464669515645
YML038C,1.168678735352383,3.4234136512816247
YML034W,1.0852608778956725,3.1149721711464182
YML008C,1.4358633991642344,3.302137679719527
YML002W,1.16685183746285,2.343955789325973
snR72,1.9786567037280742,2.5583351762859547
YMR015C,1.7470554232048578,2.5042504261754326
YMR034C,1.73681332314177,3.926776499828793
YMR037C,1.0175417317777302,3.482144751307152
YMR058W,1.356048600941719,3.2122073471522916
YMR095C,3.5527546156875505,2.449619320156285
YMR096W,2.140863342460137,3.155822449496825
YMR114C,1.0993316329618568,2.1724244392725285
YMR118C,2.7952310909100984,2.8089631901776837
tL(CAA)M,14.717780126936292,3.6533297173988126
YMR134W,1.7112895752002995,3.0338970723186205
YMR148W,1.1516027607081745,3.2998018559636493
YMR181C,1.7809324158597124,3.2607323917114828
YMR184W,1.3266768610385686,2.3120296080631864
YMR191W,1.6415696968242612,2.7285114316796912
YMR196W,1.8091599310476827,2.5431024526281925
YMR202W,1.1065398138029998,2.2789497444902427
YMR246W,1.1913394807053546,2.2612730741837455
YMR251W,2.377280783753128,2.3015016858508526
YMR258C,1.2708543610030236,2.571508774738082
YMR271C,1.0401080313400326,2.3009714134646844
YMR295C,1.0247814690586232,3.648368971985081
YMR313C,1.0096460868448986,2.4668514836265163
YMR317W,4.538010380224313,2.2097798829599795
YNL336W,1.1139618179471251,2.435897831293735
YNL332W,1.9716422996103482,2.1053853200008317
YNL305C,1.2619364905814647,2.3995188199770077
YNL293W,1.773962175711954,2.1871142964554
tN(GUU)N1,2.2986911904222525,2.0593236605272263
YNL277W,3.52367045535769,3.0035020044181944
YNL259C,1.2555527041101446,2.1345938153962027
YNL242W,1.0237870700060345,2.513887146203866
YNL237W,2.774078251961861,3.0719697394999477
YNL234W,1.0426993803144853,3.188199365613708
YNL208W,1.6613169556370946,3.8306413336037095
YNL202W,1.2084277911759123,2.186534345113981
YNL200C,1.5124956426604204,2.5222586605708814
YNL160W,2.8759583963016913,2.9374826387193584
YNL159C,1.0420834333231912,2.9036357636174914
YNL146W,2.2169541343842596,2.186494046739223
YNL142W,1.170090010742075,4.290882595004643
YNL134C,1.6692675755383846,3.250592706420745
YNL125C,1.513175404776492,3.8164855692725177
YNL115C,1.2183927116148414,2.946050638026365
YNL103W,1.0710825838890718,3.58914075175356
YNL077W,1.100419080577526,3.0224066705859656
YNL055C,1.0246749973600688,3.462500482528626
YNL054W,1.1868218166641977,3.6200183979950893
YNL053W,1.1740880139049017,2.7860138249863704
YNL037C,1.5405458937919294,5.70727607040378
snR66,1.9547620786453368,2.1039151045911306
YNL015W,1.6904111062753444,3.7595661263957436
YNL014W,1.7534144095345972,2.464845374510807
YNL007C,1.0411232337338503,2.1086972483554356
YNR014W,1.136160138673656,3.3123418169109655
YNR019W,1.0310320419688799,3.694988829782504
YNR060W,1.4254131221805766,2.9540782802163386
YNR068C,1.232610822174973,2.2316213348144682
YNR075W,1.693613616274657,2.656904212788251
YOL158C,1.2887604612613335,2.3418968241382156
YOL155C,1.7140063778338794,2.0788140844223046
YOL151W,1.7777219927385286,3.4238957767486387
YOL128C,1.3564391399832374,2.4058770783744436
YOL122C,1.284771745783433,2.6892450413970996
YOL104C,1.1090322151275025,2.1799963935378557
YOL101C,3.2157544888768883,2.146715293983581
YOL100W,1.3238847993742724,3.886942049539728
YOL086W-A,1.1628588509136752,2.7670498234189687
YOL078W,1.015155638155336,3.134108353723004
YOL075C,1.24374737780254,3.9735289773338587
YOL024W,1.677267123426858,3.404772150848393
YOL018C,1.1651212132795707,3.333889730592949
YOR011W,1.7847350455092565,3.9557959409217203
YOR018W,1.2962592208604133,2.805826876678306
YOR020W-A,1.5581253217684143,2.5275388232977836
YOR034C,1.3871351147786328,4.333401907599977
YOR044W,1.1294925778029814,2.44817799564501
YOR058C,1.1521985269354895,3.7052734379090193
YOR059C,1.0057720236568877,2.41274132948164
YOR062C,2.0567616589126723,2.1276933065877977
YOR079C,1.1716677795213324,3.6272370724828398
YOR136W,1.1288767685614376,3.3126056571492533
YOR138C,1.073406356949944,4.335941847982779
YOR152C,1.6378554259897704,3.2850719123861163
YOR177C,1.2495060532118256,2.0005343170594156
YOR185C,1.8424909363363957,2.5612063243123737
YOR193W,1.1020976346606628,4.2606117987638505
YOR208W,1.2649722980783276,2.1820296121378733
YOR220W,1.0402218141531647,2.753303835080316
YOR227W,1.1298705847483812,2.2785280249959223
YOR237W,5.408108092428415,3.9900933048781937
YOR285W,1.2896428496470882,3.2351786527217845
YOR292C,1.4213827245748736,2.717131848571319
YOR299W,1.126491241453016,3.093443572490871
YOR303W,1.4992375669304292,2.363989555132385
YOR306C,1.7617062162152792,3.2110807975784788
YOR316C,1.6660453341711723,2.711009614360613
YOR328W,1.4207446429896373,3.1150019817366905
YOR338W,2.912173483460276,2.085685865900953
YOR353C,1.0306163611985426,2.164614720003776
YOR377W,1.2454697235703218,2.600040669912548
YOR381W,1.3447434579311794,2.2864789248813837
YOR382W,4.205020662287167,3.149084454434653
YOR383C,4.015558789534392,4.160556676936077
YOR384W,4.945265500620997,2.9116608274755063
YOR389W,1.649663335800292,2.409864384024667
YPL277C,1.8561932600537125,4.320636351890919
YPL272C,5.8534719583612835,2.0317263419245397
YPL240C,1.4545829255212828,3.8508892643683805
YPL231W,1.151381899900757,3.7081176687658
YPL223C,2.3295816907451754,3.045657187316978
YPL222W,1.314502863843971,2.2464766639835188
YPL221W,1.1465311718985267,2.8793413106773014
YPL202C,1.1789177879194337,2.304527968591467
YPL188W,1.02260003887331,3.107406148353893
YPL181W,1.2112146858390904,2.9192237289819944
YPL179W,1.0001048285587166,3.351751133626948
YPL171C,3.0964106058533316,4.116900767606871
YPL170W,1.3127936531872195,2.014629276803237
YPL159C,1.3629940673785585,2.5275440554599595
YPL156C,1.705131804712046,3.722221699554043
YPL154C,1.5399710893295826,3.4258063262005365
YPL153C,1.1087519393114877,4.94974757082461
YPL119C-A,1.417608758264886,4.343585661984908
YPL119C,1.2185744867260824,2.3120699702556715
YPL111W,1.677463048947884,2.8139018612855704
YPL071C,1.2148459598961654,2.6482080028807986
YPL070W,1.5226045300519244,2.8165554272438915
YPL054W,2.5798322483104426,2.8239121198273476
YPL052W,1.1441139219917835,2.460443176295272
YPL017C,3.0380275393291623,3.8736787713112935
YPL005W,1.0563066998473545,2.892155259859572
YPR002W,1.6913172393566662,2.564185652431672
YPR007C,1.4753536623396097,3.0209669059023105
YPR026W,1.5779912283833075,2.292369886400368
YPR049C,1.3600169292808202,3.3859859983350558
YPR061C,1.4389776909711671,2.551125807208696
YPR075C,1.0817788234268078,2.88374317518252
YPR079W,1.127055162652724,2.767612029845152
YPR121W,1.2020975268419045,3.0364143746718955
YPR141C,1.0226078524296578,2.2251035402069697
YPR145C-A,3.080512124169689,3.668675590296746
YPR151C,2.6847901362173157,2.085145086413196
YPR154W,1.3991708679178725,3.0899730531216894
YPR158W,1.0664297805458902,2.6536133107880544
YPR159W,1.038935132923162,3.9451128253375702
YPR198W,1.2745540562298425,2.0245715265383635
YPR201W,1.3212101328910175,2.4532364154219075
YAR071W,-1.4557094285752556,2.940646568783392
YBL087C,-1.1365708736592073,2.8349077864073986
YBL003C,-2.1891693517571635,4.810789105013747
YBL002W,-1.2832125510285357,2.6786967723692605
YBR009C,-1.1081234832767592,2.485271995766098
YBR010W,-1.0378885729892668,3.2432254989537093
YBR031W,-1.1860821644053166,3.167366023098084
YBR040W,-1.9840424348258734,2.023516497230169
YBR048W,-1.0562434275696797,2.6678376394463816
YBR092C,-1.2878817330269916,2.148510950404858
YBR181C,-1.3091234908239453,2.9513849436202326
YBR187W,-1.0913963992141862,3.1386025487244797
YBR189W,-1.4631227461150202,2.753654036058436
YBR191W,-1.082245559386223,3.119802015406814
YDL241W,-1.1805082103549074,2.1856030086722806
YDL229W,-1.1493213358288432,3.738498835734423
YDL198C,-1.1001608076607892,3.6612771613304247
YDL182W,-1.0159511722199805,2.153120656925712
YDL171C,-2.8454908062205835,6.421096165038293
YDL136W,-1.1733159866756788,2.32319394998989
YDL130W,-1.2003202706665184,3.484197970982438
YDL083C,-1.1005314111182747,2.980135532375989
YDR012W,-1.2261293940723708,2.3677971590331293
YDR025W,-1.131161797729707,3.0901666691566927
YDR033W,-1.0773830181323634,2.7802192421630796
YDR064W,-1.3916737997452522,2.232983439339675
YDR091C,-1.5712089404380005,2.7233580423794876
YDR234W,-1.223703833880992,2.528440279108495
YDR399W,-1.2854022271628085,3.4182524217156045
YDR418W,-1.4697354246417442,3.197629193193247
YDR447C,-1.6543897927183366,2.029037805642675
YDR450W,-1.3292919010067796,2.5172686410788576
YIL133C,-1.2367544515038074,2.7167223760929593
YIL119C,-1.2020382553075393,3.5025632300881586
YIL069C,-1.0017766575000762,2.735988408761551
YIL018W,-1.0330956773573903,3.0962981019371902
YIL015W,-1.8366389014217224,2.2306543075962924
YEL040W,-1.3147190420618435,2.1291417230569203
YEL034W,-1.0579300273857821,2.606412294811813
YEL033W,-1.0938559626471775,2.1962167060759037
YER001W,-1.1735962067638186,3.0295035525402154
YER003C,-1.2800431391827445,3.8302857732068913
YER055C,-1.7451632722687922,3.9156280023095835
YER056C-A,-1.0109170567009076,2.935889604443381
YER072W,-1.1250336904773548,3.158989644357555
YER074W,-1.1084821674500793,2.9489564409449405
YER131W,-1.683539465237745,3.8689300008001157
YER156C,-2.450286747135202,3.442168532993692
YFR055W,-1.3725615853381103,3.1770010225230805
YGL256W,-1.0886923356397098,2.610609032444011
YGL255W,-1.6310447602158942,3.136449337620542
YGL147C,-2.0135892691629977,3.6125272092180287
YGL135W,-1.329970544494441,2.501258943796359
YGL123W,-1.323033775314567,3.364728339453185
YGL103W,-1.133786673534478,2.281624810948008
YGL076C,-1.0655906853507051,2.8807006414970164
YGL032C,-1.9478314324234578,3.14720375853998
YGL030W,-1.2881279665510348,3.732548145262786
YGL009C,-3.800549093896004,4.741689965750569
YGR027C,-1.1339688293339851,3.0220669750088036
YGR034W,-1.5557941608546872,2.954181796652162
YGR061C,-1.0868702541978186,4.796244483695094
YGR085C,-1.0456400743865526,3.652549099864072
YGR148C,-1.0355215367223776,4.209779512433943
YGR286C,-1.786379805173882,4.207798754283604
YHL015W,-1.2908331841331115,3.8508643020294997
YHR021C,-1.0216007762258292,2.54424824023785
YHR128W,-1.009412146205495,2.815623600446559
YHR136C,-2.705538789381917,3.436640566043169
YHR143W,-1.436463121267332,2.781380581092657
YHR208W,-1.5178682226335094,3.4715562241452207
YHR215W,-2.5354130517261133,4.160508128637328
YHR216W,-1.1740258613873262,4.309988415852565
YJL217W,-1.0148919250037742,2.0542978807822037
YJL200C,-1.5717431854644752,2.5457925397526497
YJL191W,-1.198358375043649,2.7861372396709823
YJL190C,-1.1743618327196743,2.284320877184283
YJL170C,-1.2448292419731075,2.797626319789751
YJL012C,-1.2545116458010699,3.6831753302352017
YJR016C,-2.653818334353725,4.186595713147532
YJR048W,-2.5115074992472337,3.7401137314176776
YJR070C,-1.1523472831161685,2.603781987654749
